master_id,codice_fiscale,denominazione,regione,provincia,comune,regione_normalizzata,provincia_normalizzata,comune_normalizzato,discipline_praticate,sport_normalizzati,organisms,source_ids,source_count
reg_a45348cc62a11ee3,94110910547,SHOREI KAN KARATE BUDO,Umbria,PG,Perugia,Umbria,PG,Perugia,Karate,arti_marziali,AICS,100220,1
reg_e959d0274ac8a019,94112050631,ASS.SPORT.DILETTANTI.NAPOLI CALCETTO,Campania,NA,Napoli,Campania,NA,Napoli,"Futsal (calcio da sala - calcio a 5), Futsal (calcio da sala - calcio a 5), Attività sportiva ginnastica finalizzata alla salute ed al fitness",calcio|fitness|ginnastica,CSI|FIGC,100236,1
reg_e04688d7a02f75bb,94113090362,A.S.D. CIMONE FOOTBALL CLUB,Emilia-Romagna,MO,Fanano,Emilia-Romagna,MO,Fanano,"Calcio (a 11), Calcio (a 11), Futsal (calcio da sala - calcio a 5), Calcio (a 7)",calcio,CSI|FIGC,100253,1
reg_831805a88feeb5d0,01963970031,ASSOCIAZIONE SPORTIVA DILETTANTISTICA RIVER SESIA CALCIO,Piemonte,NO,Recetto,Piemonte,NO,Recetto,Calcio (a 11),calcio,FIGC,10034,1
reg_29dc48390fb884a7,01964340309,ASD PRO CERVIGNANO RUDA,Friuli-Venezia Giulia,UD,Cervignano del Friuli,Friuli-Venezia Giulia,UD,Cervignano del Friuli,Calcio (a 11),calcio,FIGC,10037,1
reg_e2d6677a49812574,94121030269,SOCIETA' SPORTIVA DILETTANTISTICA CARBONERA BREDA A RESPONSABILITA' LIMITATA,Veneto,TV,Carbonera,Veneto,TV,Carbonera,Calcio (a 11),calcio,FIGC,100399,1
reg_97dbd2d4f37ef516,01965060674,A.S.D. VALLE DEL VOMANO,Abruzzo,TE,Castellalto,Abruzzo,TE,Castellalto,"Calcio (a 11), Calcio (a 11), Futsal (calcio da sala - calcio a 5), Calcio (a 7), Attività sportiva ginnastica finalizzata alla salute ed al fitness, Pallavolo",calcio|fitness|ginnastica|volley,CSI|FIGC,10045,1
reg_7aa05149f91d928d,94124220545,A.S.D. TAVERNELLE CALCIO,Umbria,PG,Panicale,Umbria,PG,Panicale,"Calcio (a 11), Futsal (calcio da sala - calcio a 5)",calcio,CSI|FIGC,100468,1
reg_e94f39e8f3b8bddb,94126770547,A.S.D. A.C. CAPOCAVALLO,Umbria,PG,Corciano,Umbria,PG,Corciano,Calcio (a 11),calcio,FIGC,100535,1
reg_66ddbb0bea7f9dd3,01965840034,A.S.D. VEVERI 1974,Piemonte,NO,Novara,Piemonte,NO,Novara,Calcio (a 11),calcio,FIGC,10054,1
reg_def4d74cc0172ab1,94126970485,A.S.D. LANCIOTTO CAMPI V.S.D.,Toscana,FI,Campi Bisenzio,Toscana,FI,Campi Bisenzio,Calcio (a 11),calcio,FIGC,100542,1
reg_49596b4df5079a97,01965920679,ASD COLLEATTERRATO 2016,Abruzzo,TE,Teramo,Abruzzo,TE,Teramo,Calcio (a 11),calcio,FIGC,10055,1
reg_a810d988c5f794e8,94128540484,CF SCANDICCI FUTSAL A.S.D.,Toscana,FI,Scandicci,Toscana,FI,Scandicci,Futsal (calcio da sala - calcio a 5),calcio,FIGC,100580,1
reg_34dc923f908f00d5,01966540518,OLMOPONTE AREZZO SANTA FIRMINA - ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Toscana,AR,Arezzo,Toscana,AR,Arezzo,Calcio (a 11),calcio,FIGC,10060,1
reg_ca20f04dac303d63,94131320486,A.S.D. GF RIONE CALCIO A CINQUE,Toscana,FI,Firenze,Toscana,FI,Firenze,"Futsal (calcio da sala - calcio a 5), Futsal (calcio da sala - calcio a 5), Calcio (a 7)",calcio,CSI|FIGC,100663,1
reg_36ca115d6aece2cf,94133670219,ASD CIRCOLO PARROCCHIALE CELTIC DON BOSCO,Trentino-Alto Adige/Südtirol,BZ,Bolzano/Bozen,Trentino-Alto Adige,BZ,Bolzano - Bozen,"Calcio (a 11), Calcio (a 11), Calcio (a 7)",calcio,CSI|FIGC,100746,1
reg_3444d7091d9fa7d0,94134000366,A.C.D. SOLIGNANO,Emilia-Romagna,MO,Castelvetro di Modena,Emilia-Romagna,MO,Castelvetro di Modena,"Calcio (a 11), Attività sportiva ginnastica finalizzata alla salute ed al fitness, Calcio (a 11), Futsal (calcio da sala - calcio a 5), Calcio (a 7)",calcio|fitness|ginnastica,CSI|FIGC,100755,1
reg_6c0f832af8f34e68,94135470261,ASD CONDOR TREVISO,Veneto,TV,Treviso,Veneto,TV,Treviso,"Calcio (a 11), Calcio (a 11), Pallacanestro",basket|calcio,CSI|FIGC,100794,1
reg_d0db6258d1db43e1,00872700943,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ATLETICO SAN PIETRO IN VALLE,Molise,IS,Frosolone,Molise,IS,Frosolone,"Calcio (a 11), Futsal (calcio da sala - calcio a 5)",calcio,FIGC,1009,1
reg_c98e599ca6175150,01969060670,A.S.D. F.C.NOTARESCO,Abruzzo,TE,Notaresco,Abruzzo,TE,Notaresco,"Calcio (a 11), Calcio (a 7)",calcio,CSI|FIGC,10091,1
reg_2a830bb6fba0ac0d,94143440488,ASSOCIAZIONE SPORTIVA DILETTANTISTICA GRASSINA,Toscana,FI,Bagno a Ripoli,Toscana,FI,Bagno a Ripoli,Calcio (a 11),calcio,FIGC,101044,1
reg_36b55b90de819b75,94144990267,VILLORBA TREVISO FOOTBALL CLUB SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA,Veneto,TV,Villorba,Veneto,TV,Villorba,Calcio (a 11),calcio,FIGC,101091,1
reg_a60baea844190d15,94147350543,SSD NUOVA ALBA A R.L.,Umbria,PG,Perugia,Umbria,PG,Perugia,"Calcio (a 11), Calcio (a 7)",calcio,FIGC,101147,1
reg_90463c497fc055dc,01971860166,ASSOCIAZIONE POLISPORTIVA DILETTANTISTICA SOLZESE SEZ.CALCIO,Lombardia,BG,Solza,Lombardia,BG,Solza,"Calcio (a 11), Calcio (a 11)",calcio,CSI|FIGC,10121,1
reg_81a1d4c020ee3ecf,00873460422,ASSOCIAZIONE SPORTIVA DILETTANTISTICA SAN BIAGIO,Marche,AN,Osimo,Marche,AN,Osimo,"Calcio (a 11), Futsal (calcio da sala - calcio a 5)",calcio,FIGC,1013,1
reg_e87a2763204966db,94155840260,A.S.D. CITTA' DI PAESE,Veneto,TV,Paese,Veneto,TV,Paese,Calcio (a 11),calcio,FIGC,101373,1
reg_23464142e2546ec4,94158110489,A.S.D. GIOVANI BIANCOROSSI,Toscana,FI,Lastra a Signa,Toscana,FI,Lastra a Signa,Calcio (a 11),calcio,FIGC,101439,1
reg_20f1caf47b220de1,01974760447,A.S.D. CORVA CALCIO 2008,Marche,FM,Porto Sant'Elpidio,Marche,FM,Porto Sant'Elpidio,Calcio (a 11),calcio,FIGC,10148,1
reg_84168967504641ba,94160410489,G.S.D. ALBERETA SAN SALVI,Toscana,FI,Firenze,Toscana,FI,Firenze,"Calcio (a 11), Calcio (a 11), Futsal (calcio da sala - calcio a 5), Attività sportiva ginnastica finalizzata alla salute ed al fitness",calcio|fitness|ginnastica,CSI|FIGC,101508,1
reg_7253dc6f1df3f49d,94162420361,POLISPORTIVA UNION 81 ASD APS,Emilia-Romagna,MO,Modena,Emilia-Romagna,MO,Modena,"Calcio (a 11), Calcio (a 7)",calcio,CSI|FIGC,101555,1
reg_7e2d295ecd8253c3,01975750561,VIRTUS MONTEROSI ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Lazio,VT,Monterosi,Lazio,VT,Monterosi,Futsal (calcio da sala - calcio a 5),calcio,FIGC,10156,1
reg_e4efd3cdf82afc87,01975750900,POLISPORTIVA SILIGO ASD,Sardegna,SS,Siligo,Sardegna,SS,Siligo,Calcio (a 11),calcio,FIGC,10157,1
reg_8141ca8b1190ca14,94168460486,POLISPORTIVA 2M ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Toscana,FI,Campi Bisenzio,Toscana,FI,Campi Bisenzio,"Calcio (a 11), Futsal (calcio da sala - calcio a 5), Futsal (calcio da sala - calcio a 5), Attività sportiva ginnastica finalizzata alla salute ed al fitness, Pallacanestro, Tennis, Tennis",basket|calcio|fitness|ginnastica|tennis,CSI|FIGC|UISP,101654,1
reg_147988d012b1c717,94171190369,BARACCA BEACH ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Emilia-Romagna,MO,Bomporto,Emilia-Romagna,MO,Bomporto,"Calcio (a 11), Calcio (a 11), Futsal (calcio da sala - calcio a 5), Calcio (a 7)",calcio,CSI|FIGC,101671,1
reg_1aa10eac68a4839e,94173750483,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CALCIO FIRENZE,Toscana,FI,Firenze,Toscana,FI,Firenze,Calcio (a 11),calcio,FIGC,101762,1
reg_24c63c799f9de423,01977490562,ASD POLISPORTIVA ORIOLO,Lazio,VT,Oriolo Romano,Lazio,VT,Oriolo Romano,"Calcio (a 11), Rugby a 7, Rugby a 15, Calcio (a 11), Pallacanestro, Pallavolo, Indoor, Nordic e Fitwalking, Calcio (a 11), Trail, Beach tennis, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Calcio Balilla, Soft Tennis, DANZE ACCADEMICHE Danza Classica: Tecniche di Balletto, Variazioni Libere, Pas de Deux, Repertorio Classico, Atletica Leggera, Corsa campestre, Beach Soccer, Corsa in montagna, Body building, Calcio (a 7), Corsa orientamento, Ciclismo su strada, Cicloturismo, Raffa",atletica|basket|calcio|ciclismo|danza|fitness|ginnastica|rugby|tennis|volley,CSI|FIGC,10177,1
reg_334f0e4e8cff7ca7,94174840630,CENTRO SPOST E STUDI NEAPOLIS - ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Campania,NA,Napoli,Campania,NA,Napoli,Calcio (a 11),calcio,FIGC,101779,1
reg_52056931962a48f0,01977570991,GRUPPO SPORTIVO DILETTANTISTICO SAN FRUTTUOSO,Liguria,GE,Genova,Liguria,GE,Genova,"Calcio (a 11), Calcio (a 11), Futsal (calcio da sala - calcio a 5), Calcio (a 7)",calcio,FIGC,10179,1
reg_760564fdfde662c9,01978440566,ASD ACTIVE NETWORK FUTSAL,Lazio,VT,Viterbo,Lazio,VT,Viterbo,Futsal (calcio da sala - calcio a 5),calcio,FIGC,10189,1
reg_562c3fc70b0a1b70,01978680567,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ROMARIA,Lazio,VT,Capranica,Lazio,VT,Capranica,Calcio (a 11),calcio,FIGC,10194,1
reg_ccae2d142f93b617,01980290389,ASD JOLANDA VOLLEY 2016,Emilia-Romagna,FE,Jolanda di Savoia,Emilia-Romagna,FE,Jolanda di Savoia,Calcio (a 11),calcio,FIGC,10210,1
reg_4994ea808bce1e5b,94187220481,ASSOCIAZIONE SPORTIVA DILETTANTISTICA MARCIALLA CITY,Toscana,FI,Barberino Tavarnelle,Toscana,FI,Barberino Tavarnelle,Calcio (a 11),calcio,FIGC,102172,1
reg_7693e2ac00696276,00876030701,S .S.CAMPOBASSO CALCIO A.S.D.,Molise,CB,Campobasso,Molise,CB,Campobasso,"Calcio (a 11), Futsal (calcio da sala - calcio a 5)",calcio,FIGC,1025,1
reg_c57b29a08992c431,94202120484,A.S.D. COBRA KAI,Toscana,FI,Firenze,Toscana,FI,Firenze,Calcio (a 11),calcio,FIGC,102528,1
reg_f9ac159cffe2158b,01984420289,ASS. SPORTIVA DILETTANTISTICA A.S.D. MONTAGNANA CALCIO,Veneto,PD,Montagnana,Veneto,PD,Montagnana,Calcio (a 11),calcio,FIGC,10261,1
reg_095f630e04f65f01,94216390636,MARANO CALCIO ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Campania,NA,Marano di Napoli,Campania,NA,Marano di Napoli,Calcio (a 11),calcio,FIGC,102667,1
reg_31095a6d1f3f7e7b,01985270360,F.C. CASTELNUOVO A.S.D.,Emilia-Romagna,MO,Castelnuovo Rangone,Emilia-Romagna,MO,Castelnuovo Rangone,"Calcio (a 11), Calcio (a 11), Futsal (calcio da sala - calcio a 5), Calcio (a 7)",calcio,CSI|FIGC,10272,1
reg_72554acdafa466a7,94228700483,F.C. CUBINO A.S.D.,Toscana,FI,Firenze,Toscana,FI,Firenze,Calcio (a 11),calcio,FIGC,102744,1
reg_53c13a9d5e3dcf8b,01985350667,CAPISTRELLO CALCIO ASD,Abruzzo,AQ,Canistro,Abruzzo,AQ,Canistro,Calcio (a 11),calcio,FIGC,10275,1
reg_ca88287f799e6721,01985620663,A.S.D. ATLETICO VITTORITO,Abruzzo,AQ,Vittorito,Abruzzo,AQ,Vittorito,Futsal (calcio da sala - calcio a 5),calcio,FIGC,10280,1
reg_8e62f23bb48ecc0b,01987600986,A.C. QUINZANESE,Lombardia,BS,Quinzano d'Oglio,Lombardia,BS,Quinzano d'Oglio,Calcio (a 11),calcio,FIGC,10294,1
reg_105c3ab740eea3dc,01987620166,A.S.D. POLISPORTIVA SORISOLESE,Lombardia,BG,Sorisole,Lombardia,BG,Sorisole,"Calcio (a 11), Calcio (a 11), Attività sportiva ginnastica finalizzata alla salute ed al fitness, Pallavolo",calcio|fitness|ginnastica|volley,FIGC,10295,1
reg_d75c09bd9349d500,01987680228,A.S.D. FIAVE' 1945,Trentino-Alto Adige/Südtirol,TN,Fiavè,Trentino-Alto Adige,TN,Fiavè,Futsal (calcio da sala - calcio a 5),calcio,FIGC,10297,1
reg_63f6b996dd09dc2d,94501260155,GES MONZA 1946 SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILIT A' LIMITATA,Lombardia,MB,Monza,Lombardia,MB,Monza,Calcio (a 11),calcio,FIGC,103017,1
reg_1945eb2c0f771997,94503260153,ASSOCIAZIONE SPORTIVA DILETTANTISTICA SAN ROCCO CALCIO,Lombardia,MB,Monza,Lombardia,MB,Monza,"Calcio (a 11), Calcio (a 11), Calcio (a 7)",calcio,CSI|FIGC,103022,1
reg_f5ee5367b05d0354,94517050012,A.S.D. CAVOUR,Piemonte,TO,Cavour,Piemonte,TO,Cavour,Calcio (a 11),calcio,FIGC,103045,1
reg_6a52ab6bfab5f581,00878790260,A.S.D. CALCIO FOSSALUNGA,Veneto,TV,Vedelago,Veneto,TV,Vedelago,Calcio (a 11),calcio,FIGC,1032,1
reg_24a959aecfc229a2,01989780745,UNIONE SPORTIVA SAN VITO 1923,Puglia,BR,Brindisi,Puglia,BR,Brindisi,Calcio (a 11),calcio,FIGC,10323,1
reg_dccf71b58e7dc3a7,94570540156,A.S.D. SELECAO LIBERTAS CALCETTO,Lombardia,MI,Sesto San Giovanni,Lombardia,MI,Sesto San Giovanni,Futsal (calcio da sala - calcio a 5),calcio,FIGC,103249,1
reg_c9b3921e3e0ab4ec,94578290150,ASD STELLA AZZURRA 56,Lombardia,MI,Cinisello Balsamo,Lombardia,MI,Cinisello Balsamo,"Calcio (a 11), Calcio (a 11), Calcio (a 7)",calcio,CSI|FIGC,103328,1
reg_765f407c52dcb168,00879870244,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CALCIO TEZZE,Veneto,VI,Arzignano,Veneto,VI,Arzignano,"Calcio (a 11), Calcio (a 11)",calcio,ENDAS|FIGC,1034,1
reg_36076d70368f8016,01991500230,A.S.D. A.C. MOZZECANE,Veneto,VR,Mozzecane,Veneto,VR,Mozzecane,Calcio (a 11),calcio,FIGC,10341,1
reg_e5f99b8c6e598044,01992310233,U.S.D. BORGOPRIMOMAGGIO,Veneto,VR,Verona,Veneto,VR,Verona,Calcio (a 11),calcio,FIGC,10352,1
reg_d8f02f0192a382ff,01993140670,A.S.D. TERAMO STAZIONE,Abruzzo,TE,Teramo,Abruzzo,TE,Teramo,Calcio (a 11),calcio,FIGC,10361,1
reg_e6556d2ec736f627,95000380105,A.S.D. POLISPORTIVA TORRIGLIA,Liguria,GE,Torriglia,Liguria,GE,Torriglia,Calcio (a 11),calcio,FIGC,103628,1
reg_d474b66e41f70197,95000840587,A.S.D. SEMPREVISA,Lazio,RM,Carpineto Romano,Lazio,RM,Carpineto Romano,Calcio (a 11),calcio,FIGC,103648,1
reg_c83784bb13088e1e,95001330224,UNIONE SPORTIVA CARISOLO - ASD,Trentino-Alto Adige/Südtirol,TN,Carisolo,Trentino-Alto Adige,TN,Carisolo,"Sci fondo, Biathlon, Sci alpino, Sci alpinismo, Freestyle, Combinata nordica, Sci fondo estivo, Calcio (a 11), Sci fondo, Atletica Leggera, Ciclismo su strada, Cycling for All e Master, Cicloturismo, Ciclo-cross, Mountain bike",atletica|calcio|ciclismo|sci,CSI|FIGC,103662,1
reg_683495062a22286c,95002200798,SOCIETA'CALCISTICA DILETTANTISTICA JUNIOR TROPEA,Calabria,VV,Tropea,Calabria,VV,Tropea,"Calcio (a 11), Calcio (a 11), Calcio (a 8), Beach Soccer, Futsal (calcio da sala - calcio a 5), Calcio (a 7)",calcio,FIGC|PGS,103689,1
reg_4c6276d8eb5fad5a,95002500221,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CALCIO BLEGGIO,Trentino-Alto Adige/Südtirol,TN,Bleggio Superiore,Trentino-Alto Adige,TN,Bleggio Superiore,"Calcio (a 11), Futsal (calcio da sala - calcio a 5)",calcio,FIGC,103696,1
reg_2fbb3861ab6012b6,95002680825,A.S.D.POLISPORTIVA CASTELLANA,Sicilia,PA,Castellana Sicula,Sicilia,PA,Castellana Sicula,Calcio (a 11),calcio,FIGC,103702,1
reg_af4e5c02360b4dc2,95003260825,A.S.D. GANGI,Sicilia,PA,Gangi,Sicilia,PA,Gangi,Calcio (a 11),calcio,FIGC,103715,1
reg_7da836e8e5dbe276,95003350162,GRUPPO SPORTIVO CURNASCO ASD,Lombardia,BG,Treviolo,Lombardia,BG,Treviolo,"Calcio (a 11), Calcio (a 11), Futsal (calcio da sala - calcio a 5)",calcio,CSI|FIGC,103721,1
reg_8d4fdf9480a1ac6f,95003490166,POLISPORTIVA VILLESE - ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Lombardia,BG,Villa di Serio,Lombardia,BG,Villa di Serio,"Calcio (a 11), Calcio (a 11), Futsal (calcio da sala - calcio a 5), Attività sportiva ginnastica finalizzata alla salute ed al fitness, Pallacanestro, Point Fighting, Aerokickboxing, Kick Light, Light Contact, Raffa, Attività sportiva cinotecnica, Trail, Atletica Leggera, Corsa campestre",arti_marziali|atletica|basket|calcio|fitness|ginnastica,CSEN|FIGC,103726,1
reg_42b25f8a098afc76,00880350251,U.S.D. LAMONESE,Veneto,BL,Lamon,Veneto,BL,Lamon,Calcio (a 11),calcio,FIGC,1038,1
reg_1bfe0cf92179ba63,95006700223,ASD 3P - VAL RENDENA,Trentino-Alto Adige/Südtirol,TN,Caderzone Terme,Trentino-Alto Adige,TN,Caderzone Terme,Calcio (a 11),calcio,FIGC,103802,1
reg_1bbb015cf93601e4,95009120163,BERGAMO F.C. 1971 A.S.D.,Lombardia,BG,Bergamo,Lombardia,BG,Bergamo,Calcio (a 11),calcio,FIGC,103866,1
reg_b4f8493886331215,95010090132,UNONE SPORTIVA ALEBBIO 1954 - ASSOCIAZIONE DILETTANTISTICA,Lombardia,CO,Como,Lombardia,CO,Como,"Calcio (a 11), Pallacanestro, Pallacanestro, Calcio (a 11), Pallacanestro, Pallavolo",basket|calcio|volley,CSI|FIGC|FIP|UISP,103887,1
reg_b8079a7a7655ecb0,01995770136,ASSOCIAZIONE SPORTIVA VERDERIO,Lombardia,LC,Verderio,Lombardia,LC,Verderio,"Calcio (a 11), Calcio (a 7)",calcio,CSI|FIGC,10392,1
reg_4f8ed9ba0c82df02,95011470101,A.S.D. GESTIONE SOCIALE GRANAROLO,Liguria,GE,Genova,Liguria,GE,Genova,"Calcio (a 11), Tennis, Tennis, Calcio (a 7)",calcio|tennis,CSEN|FIGC,103922,1
reg_b62ab35565301e54,00274420553,A.S.D. NARNESE CALCIO,Umbria,TR,Narni,Umbria,TR,Narni,Calcio (a 11),calcio,FIGC,104,1
reg_0761d69d59b33eb5,00880730254,UNIONE SPORTIVA PIAVE,Veneto,BL,Belluno,Veneto,BL,Belluno,"Calcio (a 11), Nordic e Fitwalking, Calcio (a 11), Cicloturismo, Attività sportiva ginnastica finalizzata alla salute ed al fitness, Calcio Balilla, Ginnastica per Tutti, Ginnastica Aerobica, Snowboard, Sci fondo, Sci d'erba, Sci alpino, Sci alpinismo, Freestyle, Atletica Leggera, Corsa campestre, Corsa in montagna, Corsa su strada, Mountain bike, Ciclismo su strada, Combinata nordica, Calcio (a 8), Beach Soccer, Futsal (calcio da sala - calcio a 5), Calcio (a 7)",atletica|calcio|ciclismo|fitness|ginnastica|sci,AICS|FIGC,1040,1
reg_d3f6720684cdc5b9,95013910138,A.C. LEZZENO A.S.D.,Lombardia,CO,Lezzeno,Lombardia,CO,Lezzeno,Calcio (a 11),calcio,FIGC,104008,1
reg_8475a6f7d0e374dc,95015350614,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ATLETIK MIGNANO,Molise,IS,Sesto Campano,Molise,IS,Sesto Campano,"Calcio (a 11), Futsal (calcio da sala - calcio a 5), Calcio (a 7), Calcio (a 11)",calcio,CSI|FIGC,104061,1
reg_ba53f35a759dc44c,95017890617,A.S.D. LADY MONDRAGONE,Campania,CE,Mondragone,Campania,CE,Mondragone,"Futsal (calcio da sala - calcio a 5), Futsal (calcio da sala - calcio a 5)",calcio,CSI|FIGC,104168,1
reg_f2aa3b3194e5056f,95019040245,ASSOCIAZIONE SPORTIVA DILETTANTISTICA MAROLA,Veneto,VI,Torri di Quartesolo,Veneto,VI,Torri di Quartesolo,"Calcio (a 11), DANZE ACCADEMICHE Danza Moderna e Contemporanea: Modern Jazz, Lyrical Jazz, Graham, Cunningam, Limon e generi derivati., Ciclismo su strada, Karate, Calcio (a 11), Tennis Tavolo, Futsal (calcio da sala - calcio a 5), Corsa su strada, Calcio (a 7), Ginnastica per Tutti, Pallacanestro, Pallavolo",arti_marziali|atletica|basket|calcio|ciclismo|danza|ginnastica|tennis|tennistavolo|volley,AICS|FIGC,104226,1
reg_1a9d5123d0efe757,01999300047,ASSOCIAZIONE CALCIO SOMMARIVESE ASS.SPORT.DILETTANTISTICA,Piemonte,CN,Sommariva del Bosco,Piemonte,CN,Sommariva del Bosco,Calcio (a 11),calcio,FIGC,10423,1
reg_21933ada3432a1cb,95019310135,CACCIATORI DELLE ALPI E CAVALLASCA - ASSOCIAZIONE SPORTIVA DILETT ANTISTICA ANCHE IN FORMA ABBREVIATA CDA-CAVALLASCA A.S.D.,Lombardia,CO,San Fermo della Battaglia,Lombardia,CO,San Fermo della Battaglia,"Calcio (a 11), Calcio (a 11), Attività sportiva ginnastica finalizzata alla salute ed al fitness, Pallavolo, Ciclismo su strada, Karate, Nordic e Fitwalking, Ginnastica Artistica",arti_marziali|calcio|ciclismo|fitness|ginnastica|volley,CSI|FIGC,104243,1
reg_91cefca6f5105b8d,01999550237,INTREPIDA 1938 SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA ' LIMITATA,Veneto,VR,Verona,Veneto,VR,Verona,"Calcio (a 11), Calcio (a 11), Atletica Leggera, Tennis, Ginnastica per Tutti, STREET DANCE Urban Dance: Hip Hop, Break Dance, Electric Boogie, Funk, Hype, Contaminazioni e stili derivati, Ginnastica Artistica, Pallavolo",atletica|calcio|danza|ginnastica|tennis|volley,AICS|FIGC,10426,1
reg_ae24917d10189a0f,95019840834,FCD NEW EAGLES 2010,Sicilia,ME,Galati Mamertino,Sicilia,ME,Galati Mamertino,"Calcio (a 11), Calcio (a 11), Calcio (a 8), Futsal (calcio da sala - calcio a 5), Calcio (a 7)",calcio,FIGC,104268,1
reg_649adee9216ebb35,01999690595,APRILIA C.S.P. A.S.D.,Lazio,LT,Aprilia,Lazio,LT,Aprilia,Calcio (a 11),calcio,FIGC,10428,1
reg_0eccc2398413d7b1,02000041208,A.S.D. FONTANELICE ASSOCIAZIONE SPORTIVA DILETTANT,Emilia-Romagna,BO,Fontanelice,Emilia-Romagna,BO,Fontanelice,"Calcio (a 11), Calcio (a 11), Ciclismo su strada, Cycling for All e Master, Cicloturismo, Mountain bike",calcio|ciclismo,CSI|FIGC,10434,1
reg_3dddbf62ef45cbb4,95022480834,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ASD NEBROS,Sicilia,ME,Acquedolci,Sicilia,ME,Acquedolci,Calcio (a 11),calcio,FIGC,104357,1
reg_0fe436da67a7ec06,95023490105,SPORT CLUB DILETTANTISTICO LIGORNA 1922,Liguria,GE,Genova,Liguria,GE,Genova,Calcio (a 11),calcio,FIGC,104391,1
reg_a2265af04dd90b68,95023560832,ASSOCIAZIONE SPORTIVA DILETTANTISTICA TUSA,Sicilia,ME,Tusa,Sicilia,ME,Tusa,Calcio (a 11),calcio,FIGC,104393,1
reg_4715ad751896a265,95023960040,MOVIMENTO GIOVANILE CENTALLO ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Piemonte,CN,Centallo,Piemonte,CN,Centallo,"Calcio (a 11), Tennis Tavolo, Calcio (a 11), Futsal (calcio da sala - calcio a 5), Calcio (a 7)",calcio|tennis|tennistavolo,CSI|FIGC,104415,1
reg_76a0475605140eb4,95024050049,A.S.D. FUTSAL SAVIGLIANO,Piemonte,CN,Savigliano,Piemonte,CN,Savigliano,"Calcio (a 11), Futsal (calcio da sala - calcio a 5)",calcio,FIGC,104418,1
reg_cd3d908f47553420,02001400239,ASD PGS CONCORDIA - ASSOCIAZIONE SPORTIVA DILETTANTISTICA POLISPORTIVA GIOVANILE SALESIANA,Veneto,VR,Verona,Veneto,VR,Verona,"Calcio (a 11), Calcio (a 11), Calcio (a 7), Ginnastica per Tutti",calcio|ginnastica,FIGC,10442,1
reg_7ffe7bafeb9f737c,02002030381,SAN BARTOLOMEO IN BOSCO ASD,Emilia-Romagna,FE,Ferrara,Emilia-Romagna,FE,Ferrara,Calcio (a 11),calcio,FIGC,10448,1
reg_e1b4f9e0c3022469,95025670837,A.S.D. USD TORTORICI,Sicilia,ME,Tortorici,Sicilia,ME,Tortorici,Calcio (a 11),calcio,FIGC,104482,1
reg_3482001e3b22be49,95029920105,"ASSOCIAZIONE SPORTIVA DILETTANTISTICA ""CENTRO SOCIALE CARDINALE GIUSEPPE SIRI"" DI PROMOZIONE SOCIALE",Liguria,GE,Genova,Liguria,GE,Genova,"Calcio (a 11), Calcio (a 11), Ginnastica per Tutti",calcio|ginnastica,FIGC|UISP,104586,1
reg_ebdc2b9044ff33b4,95030250245,ASSOCIAZ.SPORTIVA DILETTANTISTICA 7 MULINI FIMON,Veneto,VI,Arcugnano,Veneto,VI,Arcugnano,Calcio (a 11),calcio,FIGC,104594,1
reg_ed9d7b796d4d1de7,95032840100,G.S.D. SESTRESE BOR. 1919,Liguria,GE,Genova,Liguria,GE,Genova,Calcio (a 11),calcio,FIGC,104640,1
reg_265d48b2207afddc,02005961202,MARZABOTTO 2000 ASSOCIAZ. SPORTIVA DILETTANTISTICA,Emilia-Romagna,BO,Marzabotto,Emilia-Romagna,BO,Marzabotto,"Calcio (a 11), Calcio (a 11), Ginnastica per Tutti, Ginnastica Artistica, Pallavolo, Pallavolo",calcio|ginnastica|volley,CSI|FIGC|UISP,10478,1
